Prefetchers,602.gcc_s-1850B.champsimtrace,603.bwaves_s-1740B.champsimtrace,sssp-3.trace,bc-0.trace,619.lbm_s-2677B.champsimtrace
IP_Stride_Speedup_2,0.979867319371434,0.993325810457553,0.957528890674295,0.973119142848802,0.994080190791303
IP_Stride_Throttling_2,0.98184911551441,0.993592324398501,0.957528890674295,0.973016962017925,0.994584505747777
stream_prefetcher_deg2_dist4,0.997335792920999,0.993717075604902,0.970096377280865,0.949624850378069,0.994768321479575
Stream_Throttling_deg2_dis4,1.0052193530495,1,0.831258376304279,0.942632762093831,1
