Traces,Without_Prefetch,With_Prefetch
602.gcc_s-1850B.champsimtrace,17.8031985757441,18.6992785040577
603.bwaves_s-1740B.champsimtrace,19.0094,19.57692
sssp-3.trace,38.56168,41.34624
bc-0.trace,74.1712770331489,78.377587459586
619.lbm_s-2677B.champsimtrace,48.37948,48.7536
Mean,39.5850071217786,41.3507251927287
